"SKU","ean","image01","Product Title DK","Product Colour DK","Danish Short Description","Danish Long description HTML","Categories DK","Product Title SE","Product Colour SE","Swedish Short Description","Swedish Long description HTML","Categories SE","Brand","SPEC. PRICES DKK PRIS30","Price Per Unit DKK EX VAT","Price Per Unit DKK INCL 25% VAT","Sales Unit Per Retail box","Product Height CM","Product  Width CM","Product Depth CM","Product Net weight KG","Sales box Gross weight KG","Sales box Height MM","Sales box Width MM","Sales box Depth MM","ENERGY STAR Rating","ENERGY STAR LABEL EU","ENERGY STAR LABEL UK","IP class index","Light source","Dimmable","CRI Ra index","Lumen","Kelvin","Product SOCKET","Product VOLT","Product WATT","HS Code","Country of origin","Categories","image02","image03","image04","image05","image06","image07","image08","image09","iamge10","image11","image12","image13","image14","image15","image16","image17","image18","image19"
"7945-370","7318307945379","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/fc/c8/5f/62/625fc8fcf35177c342dddc65/7945-370.I.1.0.jpg","Massa bedlampe 8W LED antracit grå","Antracit grå","Massa bedlampe 8W ""High Power"" LED antracit grå","Massa bedlampe 8W ""High Power"" LED antracit grå","Udendørslamper","Massa trädgårdsstolpe 8W LED","Antracitgrå","Massa trädgårdsstolpe 8W LED","Massa trädgårdsstolpe 8W ""High Power"" LED mörkgrå","Utebelysning","Konstsmide",916,1635.20,2044.00,2,100.00,11.00,11.00,3.75,4.53,1030.00,120.00,125.00,"F","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/80/2a/60/62/62602a80b13d56f91d62e241/7945-370.e.1.0.pdf",,"IP54","LED","No","-","800","3000","HPLED","230-240V","8W",9405423900,"CN","BEDLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/fc/c8/5f/62/625fc8fcf35177c342dddc65/7945-370.I.1.0.jpg",,,,,,,,,,,,,,,,,
"7944-370","7318307944372","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/fc/c8/5f/62/625fc8fcb4ad8cbf7caffc98/7944-370.I.1.0.jpg","Massa væglampe 8W LED antracit grå","Antracit grå","Massa væglampe 8W ""High Power"" LED antracit grå","Massa væglampe 8W ""High Power"" LED antracit grå","Udendørslamper","Massa vägglykta LED","Antracitgrå","Massa vägglykta LED","Massa vägglykta 8W ""High Power"" LED mörkgrå","Utebelysning","Konstsmide",776,1384.80,1731.00,6,37.00,25.00,11.00,1.50,1.77,405.00,125.00,2120.00,"F","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/7b/2a/60/62/62602a7bb4ad8cbf7cb00a26/7944-370.e.1.0.pdf","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/7f/2a/60/62/62602a7fb13d56f91d62e240/7944-370EE.e.1.0.pdf","IP54","LED","No","-","800","3000","HPLED","230-240V","8W",9405423900,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/fc/c8/5f/62/625fc8fcb4ad8cbf7caffc98/7944-370.I.1.0.jpg",,,,,,,,,,,,,,,,,
"7948-370","7318307948370","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/ff/c8/5f/62/625fc8fff35177c342dddc66/7948-370.I.1.0.jpg","Matera væglampe 4W LED antracit grå","Antracit grå","Matera væglampe 4W ""High Power"" LED antracit grå","Matera væglampe 4W ""High Power"" LED antracit grå","Udendørslamper","Matera vägglykta 4W LED","Antracitgrå","Matera vägglykta 4W LED","Matera vägglykta 4W ""High Power"" LED mörkgrå","Utebelysning","Konstsmide",346,617.60,772.00,6,17.50,7.50,17.50,0.78,1.00,195.00,195.00,85.00,"F","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/82/2a/60/62/62602a829b97dfdd099d0f08/7948-370.e.1.0.pdf","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/84/2a/60/62/62602a84b13d56f91d62e242/7948-370EE.e.1.0.pdf","IP54","LED","No","-","350","3000","HPLED","230-240V","1W",9405423900,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/ff/c8/5f/62/625fc8fff35177c342dddc66/7948-370.I.1.0.jpg",,,,,,,,,,,,,,,,,
"7949-370","7318307949377","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/00/c9/5f/62/625fc900f35177c342dddc67/7949-370.I.1.0.jpg","Matera væglampe 5W LED antracit grå","Antracit grå","Matera væglampe 5W ""High Power"" LED antracit grå","Matera væglampe 5W ""High Power"" LED antracit grå","Udendørslamper","Matera vägglykta 5W LED","Antracitgrå","Matera vägglykta 5W LED","Matera vägglykta 5W ""High Power"" LED mörkgrå","Utebelysning","Konstsmide",389,693.60,867.00,6,17.00,9.00,17.00,0.62,0.83,178.00,178.00,95.00,"F","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/86/2a/60/62/62602a869b97dfdd099d0f09/7949-370.e.1.0.pdf","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/88/2a/60/62/62602a88b4ad8cbf7cb00a27/7949-370EE.e.1.0.pdf","IP54","LED","No","-","450","3000","HPLED","230-240V","5W",9405423900,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/49/6a/66/62/62666a49f719341a7b43de5c/7949-370.S.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/47/6a/66/62/62666a47a029622018e2bc9c/7949-370.P.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/00/c9/5f/62/625fc900f35177c342dddc67/7949-370.I.1.0.jpg",,,,,,,,,,,,,,,
"7850-370","7318307850376","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/ae/c8/5f/62/625fc8aeb13d56f91d62d731/7850-370.I.1.0.jpg","Matera væglampe 6W LED antracit grå","Antracit grå","Matera væglampe 6W LED antracit grå","Matera væglampe 6W LED antracit grå","Udendørslamper","Matera vägglykta 6W LED mgrå","Antracitgrå","Matera vägglykta 6W LED mgrå","Matera vägglykta 6W LED mörkgrå","Utebelysning","Konstsmide",239,426.40,533.00,6,24.50,5.50,12.50,0.55,0.69,270.00,135.00,75.00,"G","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/95/29/60/62/626029959b97dfdd099d0edd/7850-370.e.1.0.pdf","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/96/29/60/62/62602996b13d56f91d62e20d/7850-370EE.e.1.0.pdf","IP54","LED","No","-","400","3000","HPLED","230-240V","6W",9405423900,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/ae/c8/5f/62/625fc8aeb13d56f91d62d731/7850-370.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/33/a2/66/62/6266a233a029622018e2c5bd/7850-370.S.1.0.jpg",,,,,,,,,,,,,,,,
"7517-320","7318307517323","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/5c/c8/5f/62/625fc85cf35177c342dddc2e/7517-320.I.1.0.jpg","Modena bedlampe galvaniseret","Varmgalvaniseret","Modena bedlampe GU10 galvaniseret inkl. stolpe","Modena bedlampe GU10 galvaniseret inkl. stolpe","Udendørslamper","Modena trädgårdsstolpe galvad","Varmförzinkad","Modena trädgårdsstolpe galvad","Modena trädgårdsstolpe GU10 galv inkl stolpe","Utebelysning","Konstsmide",302,540.00,675.00,6,70.00,19.00,11.50,1.60,1.93,715.00,180.00,120.00,"-",,,"IP44","Excl","LightSource","-","-","-","GU10","230-240V","Max 35W",9405499000,"CN","BEDLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/5c/c8/5f/62/625fc85cf35177c342dddc2e/7517-320.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/69/9f/66/62/62669f69a029622018e2c51d/7517-320.S.1.0.jpg",,,,,,,,,,,,,,,,
"7517-250","7318307517255","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/5b/c8/5f/62/625fc85b9b97dfdd099d04ce/7517-250.I.1.0.jpg","Modena bedlampe hvid","Hvid","Modena bedlampe hvid","Modena bedlampe GU10 hvid inkl. stolpe","Udendørslamper","Modena trädgårdsstolpe vit","Vit","Modena trädgårdsstolpe vit","Modena trädgårdsstolpe GU10 vit inkl stolpe","Utebelysning","Konstsmide",232,415.20,519.00,6,70.00,19.00,11.50,0.85,1.38,715.00,180.00,120.00,"-",,,"IP44","Excl","LightSource","-","-","-","GU10","230-240V","Max 35W",9405499000,"CN","BEDLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/5b/c8/5f/62/625fc85b9b97dfdd099d04ce/7517-250.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/67/9f/66/62/62669f67f710ffb0c31abc71/7517-250.S.1.0.jpg",,,,,,,,,,,,,,,,
"7541-320","7318307541328","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/6e/c8/5f/62/625fc86eb13d56f91d62d715/7541-320.I.1.0.jpg","Modena væglampe ned GU10 PIR galvaniseret","Varmgalvaniseret","Modena væglampe ned GU10 galvaniseret bevægelsessensor","Modena væglampe ned GU10 galvaniseret bevægelsessensor","Udendørslamper","Modena vägglykta ned GU10 PIR","Varmförzinkad","Modena vägglykta ned GU10 PIR","Modena vägglykta ned GU10 galvad rörelevakt","Utebelysning","Konstsmide",229,408.80,511.00,12,14.00,11.00,6.50,0.70,0.80,160.00,120.00,75.00,"-",,,"IP44","Excl","LightSource","-","-","-","GU10","230-240V","Max 35W",9405499000,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/6e/c8/5f/62/625fc86eb13d56f91d62d715/7541-320.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/c7/9f/66/62/62669fc71e1074154554c02d/7541-320.S.1.0.jpg",,,,,,,,,,,,,,,,
"7300-320","7318307300321","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/1a/c8/5f/62/625fc81ab13d56f91d62d6e5/7300-320.I.1.0.jpg","Modena væglampe op E27 galvaniseret","Varmgalvaniseret","Modena væglampe op E27 galvaniseret","Modena væglampe op E27 galvaniseret","Udendørslamper","Modena vägglykta upp E27 galv","Varmförzinkad","Modena vägglykta upp E27 galv","Modena vägglykta upp E27 galvaniserad","Utebelysning","Konstsmide",363,647.20,809.00,6,29.00,29.00,27.00,1.60,2.45,305.00,305.00,275.00,"-",,,"IP44","Excl","LightSource","-","-","-","E27","230-240V","Max 35W",9405499000,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/1a/c8/5f/62/625fc81ab13d56f91d62d6e5/7300-320.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/ca/9d/66/62/62669dcaa029622018e2c4b5/7300-320.S.1.0.jpg",,,,,,,,,,,,,,,,
"7302-320","7318307302325","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/1e/c8/5f/62/625fc81eb4ad8cbf7caffc28/7302-320.I.1.0.jpg","Modena væglampe op E27 galvaniseret","Varmgalvaniseret","Modena væglampe op E27 galvaniseret","Modena væglampe op E27 galvaniseret","Udendørslamper","Modena vägglykta upp E27 galv","Varmförzinkad","Modena vägglykta upp E27 galv","Modena vägglykta upp E27 galvaniserad","Utebelysning","Konstsmide",243,433.60,542.00,6,23.00,25.00,21.00,1.25,1.95,255.00,230.00,280.00,"-",,,"IP44","Excl","LightSource","-","-","-","E27","230-240V","Max 35W",9405499000,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/1e/c8/5f/62/625fc81eb4ad8cbf7caffc28/7302-320.I.1.0.jpg",,,,,,,,,,,,,,,,,
"7303-320","7318307303322","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/1f/c8/5f/62/625fc81fb4ad8cbf7caffc2a/7303-320.I.1.0.jpg","Modena væglampe op E27 galvaniseret","Varmgalvaniseret","Modena væglampe op E27 galvaniseret","Modena væglampe op E27 galvaniseret","Udendørslamper","Modena vägglykta upp E27 galv","Varmförzinkad","Modena vägglykta upp E27 galv","Modena vägglykta upp E27 galvaniserad","Utebelysning","Konstsmide",251,447.20,559.00,6,24.00,26.00,22.00,1.25,1.95,255.00,275.00,235.00,"-",,,"IP44","Excl","LightSource","-","-","-","E27","230-240V","Max 35W",9405499000,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/1f/c8/5f/62/625fc81fb4ad8cbf7caffc2a/7303-320.I.1.0.jpg",,,,,,,,,,,,,,,,,
"7302-750","7318307302752","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/1e/c8/5f/62/625fc81eb4ad8cbf7caffc29/7302-750.I.1.0.jpg","Modena væglampe op E27 sort","Sort","Modena væglampe op E27 sort","Modena væglampe op E27 sort","Udendørslamper","Modena vägglykta upp E27 svart","Svart","Modena vägglykta upp E27 svart","Modena vägglykta upp E27 svart","Utebelysning","Konstsmide",246,440.00,550.00,6,23.00,25.00,21.00,1.00,1.62,255.00,230.00,280.00,"-",,,"IP44","Excl","LightSource","-","-","-","E27","230-240V","Max 35W",9405499000,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/1e/c8/5f/62/625fc81eb4ad8cbf7caffc29/7302-750.I.1.0.jpg",,,,,,,,,,,,,,,,,
"7249-759","7318302497590","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/15/c8/5f/62/625fc815b4ad8cbf7caffc24/7249-759.I.1.0.jpg","Milano bedlampe  E27 PIR","Sort","Milano bedlampe  E27 PIR","Milano bedlampe E27 sort/silver PIR  inkl. stolpe","Udendørslamper","Milano trädgårdslykta E27 PIR","Svart","Milano trädgårdslykta E27 PIR","Milano trädgårdslykta E27 svart/silver PIR  ink stolpe","Utebelysning","Konstsmide",514,917.60,1147.00,1,131.00,16.00,16.00,1.95,2.47,410.00,215.00,165.00,"-",,,"IP43","Excl","LightSource","-","-","-","E27","230-240V","Max 75W",9405499000,"CN","BEDLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/15/c8/5f/62/625fc815b4ad8cbf7caffc24/7249-759.I.1.0.jpg",,,,,,,,,,,,,,,,,
"7245-759","7318302457594","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/12/c8/5f/62/625fc8129b97dfdd099d04ad/7245-759.I.1.0.jpg","Milano bedlampe E27 inkl. stolpe","Sort","Milano bedlampe E27 inkl. stolpe","Milano bedlampe E27 sort/silver inkl. stolpe","Udendørslamper","Milano trädgl E27 ink stolpe","Svart","Milano trädgl E27 ink stolpe","Milano trädgårdslykta E27 svart/silver ink stolpe","Utebelysning","Konstsmide",362,646.40,808.00,6,115.00,16.00,16.00,1.65,2.20,405.00,215.00,170.00,"-",,,"IP43","Excl","LightSource","-","-","-","E27","230-240V","Max 75W",9405499000,"CN","BEDLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/12/c8/5f/62/625fc8129b97dfdd099d04ad/7245-759.I.1.0.jpg",,,,,,,,,,,,,,,,,
"7246-759","7318302467593","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/13/c8/5f/62/625fc813f35177c342dddc15/7246-759.I.1.0.jpg","Milano lavmurslampe inkl. stolpe","Sort","Milano lavmurslampe inkl. stolpe","Milano lavmurslampe E27 sort/silver inkl. stolpe","Udendørslamper","Milano grindlykta ink stolpe","Svart","Milano grindlykta ink stolpe","Milano grindstolpslykta E27 svart/silver ink stolpe","Utebelysning","Konstsmide",237,424.00,530.00,6,51.00,16.00,16.00,1.10,1.60,460.00,170.00,170.00,"-",,,"IP43","Excl","LightSource","-","-","-","E27","230-240V","Max 75W",9405499000,"CN","LAVMURSLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/13/c8/5f/62/625fc813f35177c342dddc15/7246-759.I.1.0.jpg",,,,,,,,,,,,,,,,,
"7248-759","7318302487591","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/14/c8/5f/62/625fc814b4ad8cbf7caffc23/7248-759.I.1.0.jpg","Milano væglampe ned E27","Sort","Milano væglampe ned E27","Milano væglampe ned E27 sort/silver","Udendørslamper","Milano vägglykta ned E27","Svart","Milano vägglykta ned E27","Milano vägglykta ned E27 svart/silver","Utebelysning","Konstsmide",229,408.80,511.00,6,38.00,29.00,16.00,1.20,2.11,370.00,310.00,170.00,"-",,,"IP23","Excl","LightSource","-","-","-","E27","230-240V","Max 75W",9405499000,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/14/c8/5f/62/625fc814b4ad8cbf7caffc23/7248-759.I.1.0.jpg",,,,,,,,,,,,,,,,,
"7247-759","7318302477592","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/13/c8/5f/62/625fc813f35177c342dddc16/7247-759.I.1.0.jpg","Milano væglampe op E27","Sort","Milano væglampe op E27","Milano væglampe op E27 sort/silver","Udendørslamper","Milano vägglykta upp E27","Svart","Milano vägglykta upp E27","Milano vägglykta upp E27 svart/silver","Utebelysning","Konstsmide",249,444.80,556.00,6,53.00,29.00,16.00,1.35,2.33,470.00,310.00,170.00,"-",,,"IP43","Excl","LightSource","-","-","-","E27","230-240V","Max 60W",9405499000,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/13/c8/5f/62/625fc813f35177c342dddc16/7247-759.I.1.0.jpg",,,,,,,,,,,,,,,,,
"455-750","7318304557506","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/9a/c3/5f/62/625fc39af35177c342dddadd/455-750.I.1.0.jpg","Lodi Lounge E27 klar kuppel","Sort","Lodi Lounge E27 klar kuppel","Lodi Lounge røgfarvet E27 klar kuppel","Udendørslamper","Lodi Lounge E27 klar glob","Svart","Lodi Lounge E27 klar glob","Lodi Lounge hög E27 klar glob","Utebelysning","Konstsmide",941,1680.00,2100.00,1,129.50,25.00,25.00,6.45,8.15,1150.00,370.00,270.00,"-",,,"IP44","Excl","LightSource","-","-","-","E27","230-240V","Max 60W",9405499000,"HU","TERRASSELAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/29/e2/62/62/6262e229a029622018e2a082/455-750.S.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/9a/c3/5f/62/625fc39af35177c342dddadd/455-750.I.1.0.jpg",,,,,,,,,,,,,,,,
"513-752","7318305137523","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/b2/c3/5f/62/625fc3b2b4ad8cbf7caffa1d/513-752.I.1.0.jpg","Loke væglampe E27 sort","Sort","Loke væglampe E27 sort","Loke væglampe E27 sort","Udendørslamper","Loke vägglykta E27 svart","Svart","Loke vägglykta E27 svart","Loke vägglykta E27 svart","Utebelysning","Konstsmide",655,1168.80,1461.00,1,36.00,10.00,19.00,2.30,2.65,200.00,375.00,180.00,"-",,,"IP23","Excl","LightSource","-","-","-","E27","230-240V","Max 60W",9405499000,"HU","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/b2/c3/5f/62/625fc3b2b4ad8cbf7caffa1d/513-752.I.1.0.jpg",,,,,,,,,,,,,,,,,
"7517-750","7318307517750","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/5c/c8/5f/62/625fc85c9b97dfdd099d04d0/7517-750.I.1.0.jpg","Modena bedlampe sort","Sort","Modena bedlampe sort","Modena bedlampe GU10 sort inkl. stolpe","Udendørslamper","Modena trädgårdsstolpe svart","Svart","Modena trädgårdsstolpe svart","Modena trädgårdsstolpe GU10 svart inkl stolpe","Utebelysning","Konstsmide",232,415.20,519.00,6,70.00,19.00,11.50,0.85,1.38,715.00,180.00,120.00,"-",,,"IP44","Excl","LightSource","-","-","-","GU10","230-240V","Max 35W",9405499000,"CN","BEDLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/5c/c8/5f/62/625fc85c9b97dfdd099d04d0/7517-750.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/6b/9f/66/62/62669f6ba029622018e2c51e/7517-750.S.1.0.jpg",,,,,,,,,,,,,,,,
"7342-250","7318307342253","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/32/c8/5f/62/625fc832b13d56f91d62d6f6/7342-250.I.1.0.jpg","Modena væglampe G9 rund","Hvid","Modena væglampe G9 rund","Modena væglampe G9 rund hvid","Udendørslamper","Modena vägglykta G9 rund","Vit","Modena vägglykta G9 rund","Modena vägglykta G9 rund vit","Utebelysning","Konstsmide",211,376.00,470.00,6,9.00,13.50,10.00,0.58,0.72,150.00,115.00,115.00,"-",,,"IP44","Excl","LightSource","-","-","-","G9","230-240V","Max 25W",9405499000,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/32/c8/5f/62/625fc832b13d56f91d62d6f6/7342-250.I.1.0.jpg",,,,,,,,,,,,,,,,,
"7342-300","7318307342307","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/35/c8/5f/62/625fc835b4ad8cbf7caffc36/7342-300.I.1.0.jpg","Modena væglampe G9 rund","Grå","Modena væglampe G9 rund","Modena væglampe G9 rund grå","Udendørslamper","Modena vägglykta G9 rund","Grå","Modena vägglykta G9 rund","Modena vägglykta G9 rund grå","Utebelysning","Konstsmide",211,376.00,470.00,6,9.00,13.50,10.00,0.58,0.72,150.00,115.00,115.00,"-",,,"IP44","Excl","LightSource","-","-","-","G9","230-240V","Max 25W",9405423900,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/35/c8/5f/62/625fc835b4ad8cbf7caffc36/7342-300.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/45/9e/66/62/62669e4589b95f4e204d117e/7342-300.S.1.0.jpg",,,,,,,,,,,,,,,,
"7598-000","7318307598001","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/7e/c8/5f/62/625fc87eb4ad8cbf7caffc61/7598-000.I.1.0.jpg","Modena væglampe GU10","Rustfrit stål","Modena væglampe GU10","Modena væglampe GU10 lavenergi retningsbestemt rustfri","Udendørslamper","Modena vägglykta GU10","Rostfri","Modena vägglykta GU10","Modena vägglykta GU10 lågenergi riktbar rostfri","Utebelysning","Konstsmide",164,292.80,366.00,12,15.00,9.00,6.00,0.56,0.70,230.00,100.00,100.00,"-",,,"IP44","Excl","LightSource","-","-","-","GU10","230-240V","Max 7W",9405499000,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/7e/c8/5f/62/625fc87eb4ad8cbf7caffc61/7598-000.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/ec/9f/66/62/62669fecf710ffb0c31abc8f/7598-000.S.1.0.jpg",,,,,,,,,,,,,,,,
"7598-300","7318307598308","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/7e/c8/5f/62/625fc87eb4ad8cbf7caffc62/7598-300.I.1.0.jpg","Modena væglampe GU10","Grå","Modena væglampe GU10","Modena væglampe GU10 lavenergi retningsbestemt grå","Udendørslamper","Modena vägglykta GU10","Grå","Modena vägglykta GU10","Modena vägglykta GU10 lågenergi riktbar grå","Utebelysning","Konstsmide",130,232.80,291.00,12,15.00,9.00,6.00,0.35,0.44,230.00,100.00,100.00,"-",,,"IP44","Excl","LightSource","-","-","-","GU10","230-240V","Max 7W",9405499000,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/7e/c8/5f/62/625fc87eb4ad8cbf7caffc62/7598-300.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/ee/9f/66/62/62669feef710ffb0c31abc91/7598-300.S.1.0.jpg",,,,,,,,,,,,,,,,
