"SKU","ean","image01","Product Title DK","Product Colour DK","Danish Short Description","Danish Long description HTML","Categories DK","Product Title SE","Product Colour SE","Swedish Short Description","Swedish Long description HTML","Categories SE","Brand","SPEC. PRICES DKK PRIS30","Price Per Unit DKK EX VAT","Price Per Unit DKK INCL 25% VAT","Sales Unit Per Retail box","Product Height CM","Product  Width CM","Product Depth CM","Product Net weight KG","Sales box Gross weight KG","Sales box Height MM","Sales box Width MM","Sales box Depth MM","ENERGY STAR Rating","ENERGY STAR LABEL EU","ENERGY STAR LABEL UK","IP class index","Light source","Dimmable","CRI Ra index","Lumen","Kelvin","Product SOCKET","Product VOLT","Product WATT","HS Code","Country of origin","Categories","image02","image03","image04","image05","image06","image07","image08","image09","iamge10","image11","image12","image13","image14","image15","image16","image17","image18","image19"
"7348-758","7318303487583","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/78/5f/61/62/62615f78ca2a16fd0a774948/7348-758.I.1.0.jpg","Carpi væglampe E27sort/messingbelagt","Sort messing","Carpi væglampe E27sort/messingbelagt","Carpi væglampe lille E27 sort/messingbelagt med klart glas","Udendørslamper","Carpi vägg E27sv/förmässingad","Svart mässing","Carpi vägg E27sv/förmässingad","Carpi vägglykta liten E27 svart/förmässingad med klarglas","Utebelysning","Konstsmide",311,555.20,694.00,4,30.00,15.00,12.50,1.85,2.68,320.00,185.00,175.00,"-",,,"IP44","Excl","LightSource","-","-","-","E27","230-240V","Max 60W",9405499000,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/81/5f/61/62/62615f811e107415455488b2/7348-758.S.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/7a/5f/61/62/62615f7a89b95f4e204cbf46/7348-758.P.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/7c/5f/61/62/62615f7c89b95f4e204cbf48/7348-758.P.2.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/7e/5f/61/62/62615f7ea029622018e27ae0/7348-758.P.3.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/78/5f/61/62/62615f78ca2a16fd0a774948/7348-758.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/84/9e/66/62/62669e84ca2a16fd0a777e19/7348-758.B.1.0.jpg",,,,,,,,,,,,
"7349-758","7318303497582","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/20/5f/61/62/62615f20a029622018e27acb/7349-758.I.1.0.jpg","Carpi væglampe E27sort/messingbelagt","Sort messing","Carpi væglampe E27sort/messingbelagt","Carpi væglampe stor E27 sort/messingbelagt med klart glas","Udendørslamper","Carpi vägg E27sv/förmässingad","Svart mässing","Carpi vägg E27sv/förmässingad","Carpi vägglykta stor E27 svart/förmässingad med klarglas","Utebelysning","Konstsmide",547,976.00,1220.00,3,40.00,12.50,20.50,3.29,4.48,445.00,225.00,185.00,"-",,,"IP44","Excl","LightSource","-","-","-","E27","230-240V","Max 60W",9405499000,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/2d/5f/61/62/62615f2d89b95f4e204cbf30/7349-758.S.2.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/24/5f/61/62/62615f24a029622018e27acc/7349-758.P.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/26/5f/61/62/62615f26ca2a16fd0a774936/7349-758.P.2.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/28/5f/61/62/62615f28ca2a16fd0a774937/7349-758.P.3.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/2b/5f/61/62/62615f2b1e107415455488a1/7349-758.S.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/20/5f/61/62/62615f20a029622018e27acb/7349-758.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/a5/9e/66/62/62669ea589b95f4e204d11ae/7349-758.B.1.0.jpg",,,,,,,,,,,
"7349-750","7318307349757","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/3d/c8/5f/62/625fc83d9b97dfdd099d04bf/7349-750.I.1.0.jpg","Carpi væglampe L sort E27","Sort","Carpi væglampe L sort E27","Carpi væglampe sort large klar glas E27","Udendørslamper","Carpi vägglykta L svart E27","Svart","Carpi vägglykta L svart E27","Carpi vägglykta svart large klarglas E27","Utebelysning","Konstsmide",461,824.00,1030.00,3,40.00,12.50,20.50,3.29,4.48,445.00,225.00,185.00,"-",,,"IP44","Excl","LightSource","-","-","-","E27","230-240V","Max 60W",9405499000,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/8f/5f/61/62/62615f8f1e107415455488b4/7349-750.P.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/1b/5f/61/62/62615f1b1e1074154554889b/7349-750.P.2.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/1d/5f/61/62/62615f1dca2a16fd0a774935/7349-750.S.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/1f/5f/61/62/62615f1f1e1074154554889c/7349-750.S.2.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/3d/c8/5f/62/625fc83d9b97dfdd099d04bf/7349-750.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/9a/9e/66/62/62669e9a1e1074154554bfeb/7349-750.B.1.0.jpg",,,,,,,,,,,,
"7347-750","7318307347753","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/3a/c8/5f/62/625fc83a9b97dfdd099d04be/7347-750.I.1.0.jpg","Carpi væglampe M sort E27","Sort","Carpi væglampe M sort E27","Carpi væglampe sort medium klart glas E27","Udendørslamper","Carpi vägglykta M svart E27","Svart","Carpi vägglykta M svart E27","Carpi vägglykta svart medium klarglas E27","Utebelysning","Konstsmide",377,673.60,842.00,4,30.00,13.50,18.00,2.43,3.23,325.00,205.00,195.00,"-",,,"IP44","Excl","LightSource","-","-","-","E27","230-240V","Max 60W",9405499000,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/51/5f/61/62/62615f51a029622018e27ad6/7347-750.S.4.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/4b/5f/61/62/62615f4bca2a16fd0a77493e/7347-750.S.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/4d/5f/61/62/62615f4d1e107415455488ab/7347-750.S.2.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/4f/5f/61/62/62615f4fca2a16fd0a77493f/7347-750.S.3.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/49/5f/61/62/62615f49a029622018e27ad5/7347-750.P.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/3a/c8/5f/62/625fc83a9b97dfdd099d04be/7347-750.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/4f/9e/66/62/62669e4fca2a16fd0a777e12/7347-750.B.1.0.jpg",,,,,,,,,,,
"7348-750","7318307348750","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/3c/c8/5f/62/625fc83cb4ad8cbf7caffc39/7348-750.I.1.0.jpg","Carpi væglampe S sort E27","Sort","Carpi væglampe S sort E27","Carpi væglampe sort lille klart glas E27","Udendørslamper","Carpi vägglykta S svart E27","Svart","Carpi vägglykta S svart E27","Carpi vägglykta svart liten klarglas E27","Utebelysning","Konstsmide",281,502.40,628.00,4,30.00,15.00,12.50,1.85,2.68,320.00,185.00,175.00,"-",,,"IP44","Excl","LightSource","-","-","-","E27","230-240V","Max 60W",9405499000,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/77/5f/61/62/62615f77ca2a16fd0a774947/7348-750.S.2.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/72/5f/61/62/62615f72ca2a16fd0a774944/7348-750.P.3.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/6d/5f/61/62/62615f6da029622018e27add/7348-750.P.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/74/5f/61/62/62615f74a029622018e27adf/7348-750.S.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/6f/5f/61/62/62615f6fa029622018e27ade/7348-750.P.2.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/3c/c8/5f/62/625fc83cb4ad8cbf7caffc39/7348-750.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/76/9e/66/62/62669e76f719341a7b43e58d/7348-750.B.1.0.jpg",,,,,,,,,,,
"7940-800","7318307940800","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/f8/c8/5f/62/625fc8f8f35177c342dddc63/7940-800.I.1.0.jpg","Cremona væglampe messing  LED","Messing","Cremona væglampe messing  LED","Cremona væglampe messing  2x3W LED","Udendørslamper","Cremona vägglykta mässing LED","Mässing","Cremona vägglykta mässing LED","Cremona vägglykta mässing 2x3W LED","Utebelysning","Konstsmide",871,1555.20,1944.00,6,17.00,11.00,8.00,3.20,3.50,90.00,125.00,105.00,"F","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/70/2a/60/62/62602a70f35177c342dde4b4/7940-800.e.1.0.pdf",,"IP54","LED","No","-","600","3000","HPLED","230-240V","3W",9405423900,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/f8/c8/5f/62/625fc8f8f35177c342dddc63/7940-800.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/other/26/ce/66/62/6266ce26f710ffb0c31ac0b2/PRODUKTFILM_7940 2019 ENGLISH .M4V","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/86/d1/66/62/6266d18689b95f4e204d17b9/7940-800.B.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/89/d1/66/62/6266d18989b95f4e204d17bb/7940-800.P.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/8a/d1/66/62/6266d18af710ffb0c31ac10a/7940-800.P.2.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/8c/d1/66/62/6266d18c1e1074154554c3b9/7940-800.P.3.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/92/d1/66/62/6266d192f710ffb0c31ac10b/7940-800.S.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/97/d1/66/62/6266d197f710ffb0c31ac10c/7940-800.S.2.0.jpg",,,,,,,,,,
"7940-370","7318307940374","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/f7/c8/5f/62/625fc8f7b13d56f91d62d753/7940-370.I.1.0.jpg","Cremona væglampe LED antracit grå","Antracit grå","Cremona væglampe 2x3W ""High Power"" LED antracit grå","Cremona væglampe 2x3W ""High Power"" LED antracit grå","Udendørslamper","Cremona vägglykta mörkgrå LED","Antracitgrå","Cremona vägglykta mörkgrå LED","Cremona vägglykta 2x3W ""High Power"" LED mörkgrå","Utebelysning","Konstsmide",298,532.80,666.00,6,17.00,11.00,8.00,1.05,1.18,90.00,125.00,105.00,"F","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/6f/2a/60/62/62602a6ff35177c342dde4b3/7940-370.e.1.0.pdf",,"IP54","LED","No","-","600","3000","HPLED","230-240V","3W",9405423900,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/f7/c8/5f/62/625fc8f7b13d56f91d62d753/7940-370.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/97/a3/66/62/6266a397f710ffb0c31abd83/7940-370.S.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/other/26/ce/66/62/6266ce26f710ffb0c31ac0b2/PRODUKTFILM_7940 2019 ENGLISH .M4V","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/7e/d1/66/62/6266d17e89b95f4e204d17b8/7940-370.P.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/80/d1/66/62/6266d180f710ffb0c31ac108/7940-370.P.2.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/83/d1/66/62/6266d183f719341a7b43e964/7940-370.P.3.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/7b/d1/66/62/6266d17bf719341a7b43e963/7940-370.B.1.0.jpg",,,,,,,,,,,
"7959-370","7318307959376","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/0b/c9/5f/62/625fc90bb4ad8cbf7caffc9f/7959-370.I.1.0.jpg","Cremona væglampe LED antracit grå","Antracit grå","Cremona væglampe 2x3W ""High Power"" LED antracit grå","Cremona væglampe 2x3W ""High Power"" LED antracit grå","Udendørslamper","Cremona vägglykta mörkgrå LED","Antracitgrå","Cremona vägglykta mörkgrå LED","Cremona vägglykta 2x3W ""High Power"" LED mörkgrå","Utebelysning","Konstsmide",314,561.60,702.00,6,13.50,11.00,13.00,0.95,1.11,125.00,155.00,160.00,"G","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/ac/2a/60/62/62602aacb4ad8cbf7cb00a2e/7959-370.e.1.0.pdf",,"IP54","LED","No","-","460","3000","HPLED","230-240V","3W",9405423900,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/0b/c9/5f/62/625fc90bb4ad8cbf7caffc9f/7959-370.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/other/19/ce/66/62/6266ce19f710ffb0c31ac0b1/PRODUKTFILM_7959 2019 ENGLISH.M4V","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/f0/d0/66/62/6266d0f0ca2a16fd0a778134/7959-370.B.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/f6/d0/66/62/6266d0f6ca2a16fd0a778135/7959-370.P.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/fa/d0/66/62/6266d0fa1e1074154554c3a3/7959-370.P.2.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/fd/d0/66/62/6266d0fdf719341a7b43e952/7959-370.P.3.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/ff/d0/66/62/6266d0fff719341a7b43e953/7959-370.S.1.0.jpg",,,,,,,,,,,
"7822-750","7318307822755","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/fc/69/61/62/626169fc89b95f4e204cc0c0/7822-750.I.1.0.jpg","Crotone lanterne USB/sol sort","Sort","Crotone lanterne USB/sol sort","Crotone lanterne sv. USB/sol 2700K/3000K dæmpbar on/off/skumringsrelæ","Udendørslamper","Crotone lanterna USB/sol sv","Svart","Crotone lanterna USB/sol sv","Crotone lanterna sv. USB/sol 2700K/3000K dim on/off/skymn","Utebelysning","Konstsmide",638,1138.40,1423.00,4,30.00,17.00,15.00,1.40,2.05,320.00,180.00,180.00,"-",,,"IP54","LED","Yes","-","33147","2700K/3000K","LED","3,7V","2W",9405423900,"CN","USB LAMPER;TERRASSELAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/03/6a/61/62/62616a031e107415455489c7/7822-750.S.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/01/6a/61/62/62616a01ca2a16fd0a774a47/7822-750.P.3.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/f8/69/61/62/626169f8ca2a16fd0a774a46/7822-750.B.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/f9/69/61/62/626169f9a029622018e27c4a/7822-750.F.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/ff/69/61/62/626169ffa029622018e27c4c/7822-750.P.2.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/fa/69/61/62/626169fa89b95f4e204cc0bf/7822-750.F.2.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/fc/69/61/62/626169fca029622018e27c4b/7822-750.F.3.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/fd/69/61/62/626169fd89b95f4e204cc0c1/7822-750.P.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/fc/69/61/62/626169fc89b95f4e204cc0c0/7822-750.I.1.0.jpg",,,,,,,,,
"7973-250","7318307973259","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/11/c9/5f/62/625fc9119b97dfdd099d0518/7973-250.I.1.0.jpg","Chieri væglampe 2x6W LED hvid","Hvid","Chieri væglampe 2x6W LED","Chieri væglampe 2x6W ""High Power"" LED hvid","Udendørslamper","Chieri vägglykta 2x6W LED","Vit","Chieri vägglykta 2x6W LED","Chieri vägglykta 2x6W ""High Power"" LED vit","Utebelysning","Konstsmide",386,688.80,861.00,6,9.00,3.00,17.00,0.55,0.63,80.00,120.00,40.00,"G","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/d2/2a/60/62/62602ad2f35177c342dde4bd/7973-250.e.1.0.pdf",,"IP54","LED","No","-","950","3000","HPLED","230-240V","6W",9405423900,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/11/c9/5f/62/625fc9119b97dfdd099d0518/7973-250.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/2a/a4/66/62/6266a42af710ffb0c31abda9/7973-250.S.1.0.jpg",,,,,,,,,,,,,,,,
"7973-370","7318307973372","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/12/c9/5f/62/625fc912f35177c342dddc75/7973-370.I.1.0.jpg","Chieri væglampe 2x6W LED antracit grå","Antracit grå","Chieri væglampe 2x6W ""High Power"" LED antracit grå","Chieri væglampe 2x6W ""High Power"" LED antracit grå","Udendørslamper","Chieri vägglykta 2x6W LED","Antracitgrå","Chieri vägglykta 2x6W LED","Chieri vägglykta 2x6W ""High Power"" LED mörkgrå","Utebelysning","Konstsmide",386,688.80,861.00,6,9.00,3.00,17.00,0.55,0.63,80.00,120.00,40.00,"G","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/d2/2a/60/62/62602ad2b4ad8cbf7cb00a38/7973-370.e.1.0.pdf",,"IP54","LED","No","-","950","3000","HPLED","230-240V","6W",9405423900,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/12/c9/5f/62/625fc912f35177c342dddc75/7973-370.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/2c/a4/66/62/6266a42cf710ffb0c31abdaa/7973-370.S.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/0b/ca/66/62/6266ca0ba029622018e2c935/7973-370.P.1.0.jpg",,,,,,,,,,,,,,,
"7854-370","7318307854374","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/b2/c8/5f/62/625fc8b2b4ad8cbf7caffc73/7854-370.I.1.0.jpg","Chieri væglampe 2x6W LED antracit grå","Antracit grå","Chieri væglampe 2x6W LED, justerbar spredning, antracit grå","Chieri væglampe 2x6W LED, justerbar spredning, antracit grå","Udendørslamper","Chieri vägglykta 2x6W LED grå","Antracitgrå","Chieri vägglykta 2x6W LED grå","Chieri vägglykta 2x6W LED, justerbar spridning, mörkgrå","Utebelysning","Konstsmide",377,672.80,841.00,6,11.50,4.50,18.00,0.80,0.97,210.00,120.00,65.00,"G","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/a8/29/60/62/626029a89b97dfdd099d0ee0/7854-370.e.1.0.pdf",,"IP54","LED","No","-","900","3000","HPLED","230V","6W",9405423900,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/b2/c8/5f/62/625fc8b2b4ad8cbf7caffc73/7854-370.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/52/a2/66/62/6266a252a029622018e2c5c3/7854-370.S.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/d2/c9/66/62/6266c9d289b95f4e204d1702/7854-370.F.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/d4/c9/66/62/6266c9d489b95f4e204d1703/7854-370.F.2.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/d7/c9/66/62/6266c9d7a029622018e2c92d/7854-370.P.1.0.jpg",,,,,,,,,,,,,
"7854-250","7318307854251","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/b2/c8/5f/62/625fc8b29b97dfdd099d04ee/7854-250.I.1.0.jpg","Chieri væglampe 2x6W LED hvid","Hvid","Chieri væglampe 2x6W LED hvid","Chieri væglampe 2x6W LED, justerbar spredning , hvid","Udendørslamper","Chieri vägglykta 2x6W LED vit","Vit","Chieri vägglykta 2x6W LED vit","Chrieri vägglykta 2x6W LED, justerbar spridning, vit","Utebelysning","Konstsmide",377,672.80,841.00,6,11.50,4.50,18.00,0.85,0.96,210.00,120.00,65.00,"G","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/a6/29/60/62/626029a6b13d56f91d62e214/7854-250.e.1.0.pdf",,"IP54","LED","No","-","900","3000","HPLED","230V","6W",9405423900,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/b2/c8/5f/62/625fc8b29b97dfdd099d04ee/7854-250.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/4d/a2/66/62/6266a24da029622018e2c5c2/7854-250.S.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/cd/c9/66/62/6266c9cd1e1074154554c334/7854-250.P.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/24/ca/66/62/6266ca241e1074154554c345/7854-250.F.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/26/ca/66/62/6266ca26a029622018e2c93a/7854-250.F.2.0.jpg",,,,,,,,,,,,,
